,Shot Number,Club Name,Club Type,Shot Created Date,Ball Speed (mph),Push/Pull (deg L-/R+),Launch Angle (deg),Back Spin (rpm),Side Spin (rpm L-/R+),Total Spin (rpm),Carry (yds),Total Distance (yds),Offline (yds L-/R+),Peak Height (yds),Descent Angle (deg),Club Speed (mph),Club Speed at Impact Location (mph),Efficiency,Angle of Attack (deg),Club Path (deg out-in-/in-out+),Face to Target (deg closed-/open+),Lie (deg toe down-/toe up+),Loft (deg),Face Impact Horizontal (mm toe-/heel+),Face Impact Vertical (mm low-/high+),Closure Rate (deg/sec),ï»¿Shot Number
1160,52.0,8i,Iron,09/20/2024 04:53:26,95.0,-6.5,25.2,3381,-541,3424,136.7,150.3,-25.9,26.5,43.8,,,,,,,,,,,,
1161,53.0,8i,Iron,09/20/2024 04:53:49,93.8,0.8,25.8,6045,-230,6049,126.0,131.2,-0.3,27.5,47.2,,,,,,,,,,,,
1162,54.0,8i,Iron,09/20/2024 04:54:13,96.3,0.3,28.9,3774,-82,3775,137.2,142.3,-0.4,32.5,48.6,,,,,,,,,,,,
1163,55.0,8i,Iron,09/20/2024 04:57:11,83.6,1.3,24.0,4319,-691,4374,109.2,121.9,-4.0,18.7,40.1,,,,,,,,,,,,
1164,56.0,8i,Iron,09/20/2024 04:57:32,96.6,-0.6,27.9,3274,-17,3274,140.8,147.6,-1.8,31.2,47.0,,,,,,,,,,,,
1165,57.0,8i,Iron,09/20/2024 04:57:53,99.1,-0.7,26.7,3777,-414,3800,143.3,156.6,-8.9,31.5,47.2,,,,,,,,,,,,
1166,58.0,8i,Iron,09/20/2024 04:57:54,96.8,2.0,27.9,3674,-40,3674,139.1,144.9,4.3,31.5,47.6,,,,,,,,,,,,
1167,59.0,7i,Iron,09/20/2024 05:04:56,100.6,-3.2,19.4,5992,-1862,6275,136.1,146.6,-27.7,22.7,41.8,,,,,,,,,,,,
1168,60.0,7i,Iron,09/20/2024 05:05:39,101.9,-1.2,23.4,5261,-375,5274,143.3,147.7,-7.8,29.5,46.4,,,,,,,,,,,,
1169,61.0,7i,Iron,09/20/2024 05:05:39,96.7,-2.7,19.6,5633,-1482,5825,130.1,141.6,-22.0,20.9,40.3,,,,,,,,,,,,
1170,62.0,7i,Iron,09/20/2024 05:10:03,99.7,2.7,22.9,5999,98,6000,137.1,143.0,7.9,27.7,45.9,,,,,,,,,,,,
1171,63.0,7i,Iron,09/20/2024 05:10:25,100.6,4.9,27.7,5406,683,5449,138.4,148.0,21.1,34.3,50.3,,,,,,,,,,,,
1172,64.0,7i,Iron,09/20/2024 05:11:41,97.1,1.4,23.3,5549,-30,5549,133.5,140.6,3.2,26.3,45.1,,,,,,,,,,,,
1173,65.0,7i,Iron,09/20/2024 05:11:44,101.9,3.5,26.4,3500,0,3500,150.7,164.0,10.0,33.0,47.2,,,,,,,,,,,,
1174,66.0,7i,Iron,09/20/2024 05:11:58,105.7,-0.8,17.3,7974,-86,7974,143.0,146.4,-2.7,24.2,43.1,,,,,,,,,,,,
1175,67.0,7i,Iron,09/20/2024 05:12:29,103.0,5.7,28.2,4766,287,4775,145.1,156.5,19.8,36.8,50.8,,,,,,,,,,,,
1176,68.0,7i,Iron,09/20/2024 05:12:53,103.4,1.3,23.8,5315,-321,5325,145.6,150.2,-0.7,31.0,47.3,,,,,,,,,,,,
1177,69.0,7i,Iron,09/20/2024 05:13:22,99.4,4.0,28.4,3086,288,3099,147.5,161.5,17.2,33.8,47.9,,,,,,,,,,,,
1178,70.0,7i,Iron,09/20/2024 05:13:43,103.7,3.1,27.8,3449,37,3449,154.1,167.1,9.7,36.4,48.9,,,,,,,,,,,,
1179,71.0,7i,Iron,09/20/2024 05:14:07,102.2,-1.9,25.2,3060,-490,3099,154.0,169.0,-16.3,30.9,45.0,,,,,,,,,,,,
1180,72.0,7i,Iron,09/20/2024 05:15:30,107.2,0.8,23.5,6577,-795,6625,148.0,150.9,-6.7,33.4,49.1,,,,,,,,,,,,
1181,73.0,7i,Iron,09/20/2024 05:15:53,101.5,1.7,23.9,4357,-771,4425,145.3,151.0,-6.4,29.3,45.7,,,,,,,,,,,,
1182,74.0,7i,Iron,09/20/2024 05:16:37,106.2,3.6,27.1,3828,403,3849,156.5,169.8,18.6,37.2,49.4,,,,,,,,,,,,
1183,75.0,7i,Iron,09/20/2024 05:16:59,103.5,-0.6,25.6,3523,-96,3524,154.2,168.5,-3.9,32.9,46.8,,,,,,,,,,,,
1184,76.0,7i,Iron,09/20/2024 05:17:24,98.0,6.2,30.2,3445,170,3449,141.4,154.3,19.7,35.3,49.8,,,,,,,,,,,,
1185,77.0,7i,Iron,09/20/2024 05:17:45,103.5,-1.1,24.7,3526,-406,3549,154.1,168.3,-11.5,31.6,45.9,,,,,,,,,,,,
1186,78.0,7i,Iron,09/20/2024 05:18:07,107.6,-1.2,24.6,3984,-571,4025,159.2,172.1,-14.8,34.5,47.6,,,,,,,,,,,,
1187,79.0,7i,Iron,09/20/2024 05:24:34,102.6,1.6,23.5,5539,-334,5549,143.6,149.6,0.1,30.1,47.0,,,,,,,,,,,,
1188,80.0,7i,Iron,09/20/2024 05:34:34,102.2,3.2,25.2,3949,86,3950,149.2,161.7,10.4,31.7,46.7,,,,,,,,,,,,
1189,81.0,7i,Iron,09/20/2024 05:34:34,99.7,6.6,27.4,2890,237,2900,149.9,165.0,24.3,32.5,46.5,,,,,,,,,,,,
1190,82.0,7i,Iron,09/20/2024 05:34:56,94.1,0.8,21.2,4560,-603,4600,129.3,146.5,-5.8,21.3,40.3,,,,,,,,,,,,
1191,83.0,Dr,Driver,09/20/2024 05:36:27,138.6,-0.2,10.8,3881,730,3949,215.2,232.5,21.3,26.5,38.0,,,,,,,,,,,,
1192,84.0,Dr,Driver,09/20/2024 05:37:10,137.4,-0.7,12.6,2272,-99,2274,231.4,253.8,-7.8,25.1,32.9,,,,,,,,,,,,
1193,85.0,Dr,Driver,09/20/2024 05:38:15,134.2,-0.9,11.7,4069,1537,4350,200.9,216.9,36.0,25.3,38.2,,,,,,,,,,,,
1194,86.0,Dr,Driver,09/20/2024 05:38:16,136.6,1.1,12.6,4301,1233,4474,207.7,222.8,36.8,29.4,41.2,,,,,,,,,,,,
1195,87.0,Dr,Driver,09/20/2024 05:39:07,137.2,-4.9,10.5,3593,475,3624,214.8,225.0,-5.3,24.7,36.1,,,,,,,,,,,,
1196,88.0,Dr,Driver,09/20/2024 05:41:25,137.4,1.5,13.7,3709,826,3800,217.1,233.8,32.6,31.8,41.6,,,,,,,,,,,,
1197,89.0,Dr,Driver,09/20/2024 05:41:55,136.0,-3.5,9.5,3464,652,3525,209.5,226.8,6.1,21.3,33.0,,,,,,,,,,,,
1198,90.0,Dr,Driver,09/20/2024 05:44:29,132.8,1.0,14.3,4434,1703,4750,198.2,213.2,44.8,30.3,42.7,,,,,,,,,,,,
1199,91.0,Dr,Driver,09/20/2024 05:44:53,131.4,-2.8,13.7,4168,1627,4474,196.7,211.5,29.7,27.9,40.7,,,,,,,,,,,,
1200,92.0,Dr,Driver,09/20/2024 05:47:54,136.3,1.5,11.9,4273,1149,4425,207.2,223.3,36.6,28.0,40.1,,,,,,,,,,,,
1201,93.0,Dr,Driver,09/20/2024 05:47:54,134.8,1.1,14.0,4411,1212,4574,205.1,220.2,35.5,31.8,43.1,,,,,,,,,,,,
1202,94.0,Dr,Driver,09/20/2024 05:47:55,139.5,1.9,11.3,3639,279,3650,221.4,240.0,17.4,27.9,38.4,,,,,,,,,,,,
1203,95.0,Dr,Driver,09/20/2024 05:48:16,133.9,0.4,14.7,3660,920,3774,210.7,226.2,29.8,31.8,41.9,,,,,,,,,,,,
1204,96.0,Dr,Driver,09/20/2024 05:50:23,135.3,1.3,15.3,3285,306,3299,220.5,237.4,16.3,33.9,42.1,,,,,,,,,,,,
1205,97.0,Dr,Driver,09/20/2024 05:51:33,137.5,-1.9,12.0,3697,760,3774,215.8,225.2,14.7,28.0,38.9,,,,,,,,,,,,
1206,98.0,Dr,Driver,09/20/2024 05:52:19,133.3,0.3,14.3,4361,1460,4599,201.3,215.5,37.5,31.1,42.9,,,,,,,,,,,,
1207,99.0,Dr,Driver,09/20/2024 05:53:22,134.4,1.2,14.1,4194,1152,4349,206.0,221.8,36.0,31.4,42.6,,,,,,,,,,,,
1208,100.0,Dr,Driver,09/20/2024 05:53:26,134.2,-0.3,14.8,4708,1605,4974,200.4,213.0,36.4,32.8,44.4,,,,,,,,,,,,
1209,101.0,Dr,Driver,09/20/2024 05:54:34,132.6,-2.9,13.8,3483,-344,3500,211.3,228.9,-22.7,29.5,39.8,,,,,,,,,,,,
1210,102.0,Dr,Driver,09/20/2024 05:54:34,131.7,2.5,15.0,4523,123,4525,202.1,218.7,12.6,33.3,44.1,,,,,,,,,,,,
1211,1.0,3w,FW,06/03/2024 06:23:14,111.8,-2.5,22.2,2488,-424,2524,173.7,192.5,-22.0,31.3,43.2,,,,,,,,,,,,
1212,2.0,3w,FW,06/03/2024 06:24:44,129.7,0.3,19.9,2490,652,2574,214.9,234.8,30.2,39.0,44.8,,,,,,,,,,,,
1213,3.0,3w,FW,06/03/2024 06:25:42,129.7,2.8,26.0,2080,919,2274,213.0,232.9,55.8,48.8,49.9,,,,,,,,,,,,
1214,4.0,3w,FW,06/03/2024 06:28:51,136.5,-4.0,19.6,3539,505,3575,211.6,228.4,2.0,44.4,49.1,,,,,,,,,,,,
1215,5.0,3w,FW,06/03/2024 06:29:26,136.5,-4.4,20.5,3349,18,3349,215.4,232.6,-17.4,46.5,49.5,,,,,,,,,,,,
1216,6.0,3w,FW,06/03/2024 06:30:24,143.2,-5.9,15.7,3439,-1294,3674,219.6,225.9,-64.6,37.5,45.7,,,,,,,,,,,,
1217,7.0,3w,FW,06/03/2024 06:30:57,127.5,3.7,28.2,2926,766,3025,197.6,214.4,42.2,55.1,53.9,,,,,,,,,,,,
1218,8.0,3w,FW,06/03/2024 06:31:34,129.7,-5.4,18.5,2723,-104,2725,213.6,234.4,-26.6,37.3,44.3,,,,,,,,,,,,
1219,9.0,3w,FW,06/03/2024 06:32:02,134.2,6.1,26.6,3665,1177,3849,197.3,210.0,58.1,56.2,54.9,,,,,,,,,,,,
1220,10.0,3w,FW,06/03/2024 06:32:32,134.2,-1.7,10.0,4045,1913,4475,189.8,206.2,39.5,21.2,35.9,,,,,,,,,,,,
1221,11.0,3w,FW,06/03/2024 06:33:16,132.0,4.3,28.1,2485,567,2549,213.9,232.0,43.8,58.6,53.4,,,,,,,,,,,,
1222,12.0,3w,FW,06/03/2024 06:34:17,134.2,-7.2,15.4,4271,-491,4299,201.1,216.6,-41.2,35.1,45.7,,,,,,,,,,,,
1223,13.0,3w,FW,06/03/2024 06:34:44,127.5,6.7,26.4,2866,1532,3250,184.8,197.3,70.0,48.8,58.1,,,,,,,,,,,,
1224,14.0,3w,FW,06/03/2024 06:36:25,129.7,3.8,14.8,4015,1314,4225,191.0,207.4,47.9,29.7,42.5,,,,,,,,,,,,
1225,15.0,3w,FW,06/03/2024 06:37:28,138.7,0.9,15.5,3460,-668,3524,217.9,235.5,-20.7,36.7,44.9,,,,,,,,,,,,
1226,16.0,3w,FW,06/03/2024 06:38:03,129.7,6.4,19.4,2314,633,2399,214.7,235.5,55.5,36.7,43.4,,,,,,,,,,,,
1227,17.0,3w,FW,06/03/2024 06:38:16,132.0,-1.8,6.3,1863,370,1899,178.1,209.1,6.5,8.3,15.4,,,,,,,,,,,,
1228,18.0,3w,FW,06/03/2024 06:38:47,127.5,10.9,27.7,1861,859,2050,212.2,220.7,84.6,49.7,50.8,,,,,,,,,,,,
1229,19.0,3w,FW,06/03/2024 06:39:59,129.7,4.1,22.9,1883,504,1949,225.0,247.0,46.1,43.3,45.6,,,,,,,,,,,,
1230,20.0,3w,FW,06/03/2024 06:40:55,132.0,8.7,18.9,2105,792,2249,214.0,225.2,67.5,35.2,43.3,,,,,,,,,,,,
1257,47.0,Dr,Driver,06/03/2024 07:07:36,136.5,0.5,18.0,3883,361,3900,211.6,227.4,14.0,42.6,48.5,,,,,,,,,,,,
1258,48.0,Dr,Driver,06/03/2024 07:08:57,134.2,-1.6,18.0,3474,-1033,3624,209.0,226.0,-41.4,39.3,47.1,,,,,,,,,,,,
1259,49.0,Dr,Driver,06/03/2024 07:09:19,127.5,-7.7,14.3,4321,497,4349,189.1,204.6,-15.2,29.3,42.7,,,,,,,,,,,,
1260,50.0,Dr,Driver,06/03/2024 07:10:08,127.5,1.9,25.8,2519,529,2574,204.8,222.7,30.2,49.0,50.6,,,,,,,,,,,,
1261,51.0,Dr,Driver,06/03/2024 07:10:34,127.5,-4.0,20.0,3415,-489,3450,197.7,214.7,-30.9,39.3,47.4,,,,,,,,,,,,
1262,52.0,Dr,Driver,06/03/2024 07:11:47,118.6,-10.7,14.5,1232,-211,1250,182.8,212.6,-49.6,16.5,24.8,,,,,,,,,,,,
1263,53.0,Dr,Driver,06/03/2024 07:12:12,123.0,-1.8,27.3,304,-218,374,208.1,247.6,-14.7,30.6,34.1,,,,,,,,,,,,
1264,54.0,Dr,Driver,06/03/2024 07:13:46,120.8,-1.0,19.7,4163,1343,4374,174.9,189.9,27.3,33.7,46.8,,,,,,,,,,,,
1265,55.0,Dr,Driver,06/03/2024 07:14:24,136.5,-1.1,14.7,1912,-1976,2750,197.0,212.5,-67.7,22.5,33.5,,,,,,,,,,,,
1266,56.0,Dr,Driver,06/03/2024 07:14:40,132.0,-1.7,12.8,1262,-898,1549,191.8,223.8,-46.8,15.7,23.7,,,,,,,,,,,,
1267,57.0,Dr,Driver,06/03/2024 07:15:48,129.7,6.6,28.6,2248,347,2275,215.0,234.2,44.6,57.9,52.8,,,,,,,,,,,,
1268,58.0,Dr,Driver,06/03/2024 07:16:08,129.7,1.3,26.9,1886,494,1950,222.5,243.5,34.0,52.1,49.9,,,,,,,,,,,,
1269,59.0,Dr,Driver,06/03/2024 07:16:32,125.3,5.7,28.6,1217,522,1324,223.7,248.0,60.8,48.3,47.1,,,,,,,,,,,,
1270,60.0,Dr,Driver,06/03/2024 07:17:14,132.0,2.3,23.9,2893,575,2950,209.3,226.6,32.4,49.3,50.7,,,,,,,,,,,,
1271,61.0,Dr,Driver,06/03/2024 07:17:45,136.5,-1.7,19.6,3391,240,3399,215.2,231.1,2.0,44.7,48.8,,,,,,,,,,,,
1272,62.0,Dr,Driver,06/03/2024 07:19:18,127.5,-0.6,26.3,2367,524,2424,210.5,229.4,22.0,51.1,50.8,,,,,,,,,,,,
1273,63.0,Dr,Driver,06/03/2024 07:19:50,123.0,4.8,26.8,2455,586,2524,199.4,217.7,42.5,48.9,50.9,,,,,,,,,,,,
1274,64.0,Dr,Driver,06/03/2024 07:21:32,125.3,2.4,24.7,3996,1290,4199,181.7,196.2,41.0,45.8,52.4,,,,,,,,,,,,
1287,77.0,3w,FW,06/03/2024 07:30:14,125.3,2.0,24.9,3442,476,3475,191.0,206.7,22.2,47.6,51.7,,,,,,,,,,,,
1288,78.0,3w,FW,06/03/2024 07:30:33,129.7,3.4,16.3,2584,587,2650,208.7,229.2,37.6,30.8,40.3,,,,,,,,,,,,
1289,79.0,3w,FW,06/03/2024 07:31:09,136.5,-2.5,8.9,2869,785,2974,203.1,224.4,17.5,18.1,29.8,,,,,,,,,,,,
1290,80.0,3w,FW,06/03/2024 07:32:01,129.7,7.2,18.9,1730,494,1799,225.7,249.5,59.7,33.8,39.3,,,,,,,,,,,,
1291,81.0,3w,FW,06/03/2024 07:33:15,127.5,3.5,16.2,2901,760,2999,199.5,218.2,39.9,29.9,40.8,,,,,,,,,,,,
1292,82.0,3w,FW,06/03/2024 07:34:08,132.0,3.2,20.5,3574,-58,3574,204.0,222.3,10.5,43.6,49.1,,,,,,,,,,,,
1293,83.0,3w,FW,06/03/2024 07:36:18,129.7,0.7,24.2,2312,420,2350,217.6,237.3,23.4,48.2,49.0,,,,,,,,,,,,
1294,84.0,3w,FW,06/03/2024 07:37:12,134.2,5.7,26.4,2069,484,2125,228.0,248.5,52.1,54.9,50.7,,,,,,,,,,,,
1295,85.0,3w,FW,06/03/2024 07:37:27,138.7,2.4,15.8,2635,783,2749,225.1,245.1,45.0,34.2,41.9,,,,,,,,,,,,
1296,86.0,3w,FW,06/03/2024 07:37:57,129.7,1.2,25.5,3624,59,3624,197.6,213.5,6.6,53.2,53.2,,,,,,,,,,,,
1297,87.0,Dr,Driver,06/03/2024 07:40:19,118.6,8.3,27.6,2135,624,2224,193.7,213.0,57.4,45.9,49.5,,,,,,,,,,,,
1298,88.0,Dr,Driver,06/03/2024 07:40:37,125.3,2.1,26.6,3202,895,3325,191.0,206.9,36.8,50.1,52.8,,,,,,,,,,,,
1299,89.0,Dr,Driver,06/03/2024 07:41:57,129.7,10.5,29.0,1559,218,1574,229.6,251.7,60.6,55.6,50.0,,,,,,,,,,,,
1300,90.0,Dr,Driver,06/03/2024 07:42:23,129.7,3.3,23.6,2090,684,2199,217.9,238.1,48.4,44.9,47.4,,,,,,,,,,,,
1301,91.0,Dr,Driver,06/03/2024 07:43:09,138.7,0.7,19.6,3297,125,3299,223.0,234.7,7.7,47.0,49.2,,,,,,,,,,,,
1302,92.0,Dr,Driver,06/03/2024 07:44:37,125.3,7.5,28.2,1675,286,1699,219.6,241.4,49.0,51.9,49.5,,,,,,,,,,,,
1303,1.0,SW,Wedge,04/02/2025 03:54:31,73.8,-3.0,14.0,5727,-455,5745,75.0,88.2,-6.4,6.5,24.4,,,,,,,,,,,,
1304,2.0,GW,Wedge,04/02/2025 03:55:07,71.6,0.1,33.5,10372,-226,10374,78.8,83.3,-0.1,21.3,51.6,,,,,,,,,,,,
1305,3.0,GW,Wedge,04/02/2025 03:55:28,78.3,1.0,34.2,8531,-559,8549,88.8,90.3,0.8,25.4,52.6,,,,,,,,,,,,
1306,4.0,GW,Wedge,04/02/2025 03:55:51,76.1,2.1,41.8,3899,-42,3899,86.8,93.3,3.6,29.6,55.9,,,,,,,,,,,,
1307,5.0,GW,Wedge,04/02/2025 03:58:55,73.8,3.8,41.1,3074,-50,3074,86.5,94.7,6.2,27.4,54.0,,,,,,,,,,,,
1308,6.0,GW,Wedge,04/02/2025 03:59:22,76.1,1.6,44.1,2349,-12,2349,92.0,100.8,2.6,32.6,56.6,,,,,,,,,,,,
1309,7.0,GW,Wedge,04/02/2025 03:59:47,67.1,3.9,42.6,2818,184,2824,75.7,77.0,6.6,23.9,54.1,,,,,,,,,,,,
1310,8.0,GW,Wedge,04/02/2025 04:00:09,80.5,-0.5,31.8,10026,-990,10075,93.0,92.9,-4.8,25.6,52.4,,,,,,,,,,,,
1311,9.0,GW,Wedge,04/02/2025 04:00:39,78.3,-1.7,29.6,10134,-553,10149,90.5,90.9,-4.9,22.1,49.3,,,,,,,,,,,,
1312,10.0,GW,Wedge,04/02/2025 04:00:56,71.6,3.3,32.9,9196,250,9199,81.1,88.2,6.6,20.9,50.1,,,,,,,,,,,,
1313,11.0,PW,Wedge,04/02/2025 04:01:44,78.3,2.7,34.9,5587,368,5599,92.2,96.0,7.3,25.5,51.8,,,,,,,,,,,,
1314,12.0,PW,Wedge,04/02/2025 04:02:04,85.0,0.1,36.3,4523,98,4524,104.4,111.6,1.1,31.8,53.6,,,,,,,,,,,,
1315,13.0,PW,Wedge,04/02/2025 04:02:25,82.8,1.9,33.8,5589,337,5599,102.9,108.4,5.9,29.1,52.4,,,,,,,,,,,,
1316,14.0,PW,Wedge,04/02/2025 04:02:46,82.8,4.0,37.9,3545,174,3549,105.1,114.9,10.4,32.8,54.2,,,,,,,,,,,,
1317,15.0,9i,Iron,04/02/2025 04:03:48,87.2,3.4,32.8,4408,387,4425,114.8,121.1,11.8,31.0,52.2,,,,,,,,,,,,
1318,16.0,9i,Iron,04/02/2025 04:04:20,89.5,1.0,30.6,6431,494,6450,112.3,115.6,6.4,29.4,51.9,,,,,,,,,,,,
1319,17.0,9i,Iron,04/02/2025 04:04:47,91.7,-0.6,23.6,9966,820,10000,114.7,114.8,3.6,24.5,48.7,,,,,,,,,,,,
1320,18.0,9i,Iron,04/02/2025 04:05:09,91.7,-1.0,28.1,5824,-95,5825,121.1,129.1,-4.7,29.2,50.3,,,,,,,,,,,,
1321,19.0,9i,Iron,04/02/2025 04:05:31,87.2,2.0,21.8,6216,857,6275,114.1,119.1,11.5,19.6,43.3,,,,,,,,,,,,
1322,20.0,9i,Iron,04/02/2025 04:05:43,91.7,-2.1,25.2,9638,-473,9650,113.3,114.1,-6.7,25.7,49.3,,,,,,,,,,,,
1323,21.0,9i,Iron,04/02/2025 04:06:20,89.5,0.2,28.0,6138,-674,6175,115.7,120.6,-4.7,27.2,49.8,,,,,,,,,,,,
1324,22.0,9i,Iron,04/02/2025 04:06:35,89.5,-2.3,21.6,9523,155,9524,112.3,113.6,-3.6,21.0,45.7,,,,,,,,,,,,
1325,23.0,9i,Iron,04/02/2025 04:06:53,94.0,-0.1,27.0,8400,0,8400,119.7,121.4,-0.4,30.0,51.5,,,,,,,,,,,,
1326,24.0,9i,Iron,04/02/2025 04:07:49,91.7,3.8,34.4,3999,-65,4000,121.0,130.9,7.9,35.7,53.9,,,,,,,,,,,,
1327,25.0,9i,Iron,04/02/2025 04:08:04,82.8,-1.8,29.4,4897,161,4900,106.0,114.8,0.2,23.9,48.2,,,,,,,,,,,,
1328,26.0,9i,Iron,04/02/2025 04:08:16,91.7,-1.3,25.3,9771,-266,9775,114.1,114.8,-4.1,26.3,49.7,,,,,,,,,,,,
1329,27.0,8i,Iron,04/02/2025 04:09:17,100.7,-1.0,24.2,6059,-699,6099,134.5,140.8,-10.2,29.6,49.0,,,,,,,,,,,,
1330,28.0,8i,Iron,04/02/2025 04:09:34,100.7,0.7,25.0,7319,-279,7324,130.6,134.0,0.7,30.7,50.2,,,,,,,,,,,,
1331,29.0,8i,Iron,04/02/2025 04:09:52,98.4,0.2,25.1,5949,-32,5949,132.6,137.7,0.2,29.9,49.5,,,,,,,,,,,,
1332,30.0,8i,Iron,04/02/2025 04:10:24,100.7,0.3,27.1,6024,98,6025,135.4,140.6,1.6,34.4,51.9,,,,,,,,,,,,
1333,31.0,8i,Iron,04/02/2025 04:10:54,98.4,1.9,25.5,6245,238,6250,130.0,134.4,7.3,29.8,49.8,,,,,,,,,,,,
1334,32.0,8i,Iron,04/02/2025 04:11:50,94.0,1.6,23.7,4210,-350,4225,129.1,140.2,-0.4,24.2,44.9,,,,,,,,,,,,
1335,33.0,7i,Iron,04/02/2025 04:12:41,98.4,5.0,29.7,3921,172,3925,135.7,152.2,16.0,34.6,51.3,,,,,,,,,,,,
1336,34.0,7i,Iron,04/02/2025 04:13:26,102.9,1.8,24.2,5995,592,6024,137.4,148.9,12.3,30.6,49.4,,,,,,,,,,,,
1337,35.0,7i,Iron,04/02/2025 04:13:44,91.7,-2.9,20.6,3119,-912,3250,126.8,132.8,-19.6,18.8,38.2,,,,,,,,,,,,
1338,36.0,7i,Iron,04/02/2025 04:14:28,102.9,-0.7,25.5,4948,134,4950,142.4,150.1,0.5,33.0,49.9,,,,,,,,,,,,
1339,37.0,7i,Iron,04/02/2025 04:14:51,89.5,5.4,30.1,3857,574,3899,121.3,125.8,17.5,29.0,49.7,,,,,,,,,,,,
1340,38.0,7i,Iron,04/02/2025 04:15:06,100.7,0.8,22.8,6356,488,6375,133.5,145.4,8.1,27.6,47.8,,,,,,,,,,,,
1341,39.0,7i,Iron,04/02/2025 04:15:21,98.4,1.6,23.5,7084,1134,7174,129.6,141.2,15.1,28.0,48.4,,,,,,,,,,,,
1342,40.0,7i,Iron,04/02/2025 04:15:35,96.2,-1.1,21.9,9225,959,9275,122.0,130.7,4.5,24.9,47.6,,,,,,,,,,,,
1343,41.0,5i,Iron,04/02/2025 04:16:34,102.9,1.0,16.4,2132,-426,2174,151.1,180.7,-8.3,16.8,32.9,,,,,,,,,,,,
1344,42.0,5i,Iron,04/02/2025 04:16:50,109.6,1.2,19.3,4887,348,4899,157.9,173.4,10.3,28.4,46.2,,,,,,,,,,,,
1345,43.0,5i,Iron,04/02/2025 04:17:06,109.6,2.5,19.5,4049,-66,4050,164.1,175.1,6.5,28.7,45.4,,,,,,,,,,,,
1346,44.0,5i,Iron,04/02/2025 04:17:42,102.9,2.0,17.7,2562,-570,2625,150.8,177.5,-6.9,19.2,36.6,,,,,,,,,,,,
1347,45.0,5i,Iron,04/02/2025 04:17:55,102.9,-0.6,18.3,4751,-681,4800,145.5,158.2,-11.8,23.1,42.8,,,,,,,,,,,,
1348,46.0,5i,Iron,04/02/2025 04:18:14,107.4,0.2,19.5,3738,287,3749,157.7,177.1,7.4,26.0,43.6,,,,,,,,,,,,
1349,47.0,5i,Iron,04/02/2025 04:18:28,102.9,-0.4,18.7,3087,-483,3125,153.0,167.4,-11.8,22.3,40.0,,,,,,,,,,,,
1350,48.0,Dr,Driver,04/02/2025 04:19:59,125.3,0.6,18.3,3176,1280,3424,190.4,207.8,41.5,32.8,44.1,,,,,,,,,,,,
1351,49.0,Dr,Driver,04/02/2025 04:20:24,132.0,-2.2,14.8,4472,1524,4725,193.0,207.7,29.8,32.2,45.1,,,,,,,,,,,,
1352,50.0,Dr,Driver,04/02/2025 04:20:45,132.0,-3.3,14.7,3172,417,3199,208.9,224.8,1.9,31.3,41.6,,,,,,,,,,,,
1353,51.0,Dr,Driver,04/02/2025 04:21:16,127.5,-4.6,9.0,2845,779,2950,183.9,208.9,7.4,15.4,27.5,,,,,,,,,,,,
1354,52.0,Dr,Driver,04/02/2025 04:21:45,129.7,-5.0,15.9,2524,55,2525,214.2,235.0,-18.2,31.3,40.1,,,,,,,,,,,,
1355,53.0,Dr,Driver,04/02/2025 04:22:09,129.7,-3.2,13.2,4459,1225,4624,186.8,202.2,17.8,27.4,41.9,,,,,,,,,,,,
1356,54.0,Dr,Driver,04/02/2025 04:22:57,132.0,-4.6,12.9,3010,297,3025,206.9,224.8,-7.3,26.6,37.9,,,,,,,,,,,,
1357,1.0,PW,Wedge,08/30/2024 20:26:09,66.7,7.0,29.2,5558,-427,5574,75.5,83.7,8.3,14.8,42.2,,,,,,,,,,,,
1358,2.0,PW,Wedge,08/30/2024 20:26:48,73.3,3.2,28.9,5789,-349,5800,87.4,95.8,3.4,18.2,44.3,,,,,,,,,,,,
1359,3.0,PW,Wedge,08/30/2024 20:27:54,67.6,4.0,29.4,4172,-136,4174,78.3,88.9,5.4,15.2,41.7,,,,,,,,,,,,
1360,4.0,PW,Wedge,08/30/2024 20:28:58,91.5,0.1,24.2,8582,-1422,8699,115.6,116.8,-8.2,24.7,47.2,,,,,,,,,,,,
1361,5.0,PW,Wedge,08/30/2024 20:30:01,86.9,1.6,26.5,7869,-1128,7949,108.7,110.5,-3.5,24.4,47.7,,,,,,,,,,,,
1362,6.0,PW,Wedge,08/30/2024 20:31:05,79.5,16.7,25.1,2822,768,2925,102.6,118.3,42.8,17.1,38.4,,,,,,,,,,,,
1363,7.0,PW,Wedge,08/30/2024 20:31:48,80.9,-0.2,33.4,2992,-706,3074,106.1,113.9,-8.6,26.3,48.6,,,,,,,,,,,,
1364,8.0,PW,Wedge,08/30/2024 20:31:48,74.2,-0.2,33.2,2650,-364,2675,94.5,109.1,-4.6,21.7,46.1,,,,,,,,,,,,
1365,9.0,PW,Wedge,08/30/2024 20:31:49,69.7,1.3,26.7,3713,-1617,4050,80.4,92.7,-8.1,13.8,38.6,,,,,,,,,,,,
1366,10.0,PW,Wedge,08/30/2024 20:31:49,77.5,3.9,31.7,4598,-1617,4874,95.2,104.9,-5.0,22.4,47.7,,,,,,,,,,,,
1367,11.0,PW,Wedge,08/30/2024 20:31:49,88.8,1.8,27.5,8040,394,8050,111.4,112.9,5.8,26.7,49.3,,,,,,,,,,,,
